status,priority,updated,issue_type,reporter,created,resolutiondate,vote_count,project,assignee,comment_count,key,description_length,summary_length,watch_count,resolution,days_in_current_status,issue_number,num_components,component_java,num_affected_versions,num_labels,created_weekday,created_month
Open,Minor,2013-05-02T02:30:55.382+0000,Improvement,gemini5201314,2012-11-06T14:09:02.944+0000,,0,AVRO,,0,AVRO-1196,123.0,46,1,,468.144111884,1196,0,0,1,1,1,11
Open,Minor,2013-05-02T02:30:55.925+0000,Improvement,gemini5201314,2012-11-06T13:58:07.889+0000,,0,AVRO,,0,AVRO-1195,339.0,76,1,,468.151693544,1195,0,0,1,2,1,11
Open,Minor,2013-05-02T02:30:55.917+0000,Improvement,gemini5201314,2012-11-06T13:54:57.287+0000,,0,AVRO,,0,AVRO-1194,322.0,71,1,,468.153899589,1194,0,0,1,0,1,11
Open,Minor,2013-05-02T02:30:55.651+0000,Improvement,gemini5201314,2012-11-06T13:49:22.971+0000,,0,AVRO,,0,AVRO-1193,313.0,55,1,,468.157768991,1193,0,0,1,2,1,11
Open,Minor,2013-05-02T02:30:55.894+0000,Improvement,gemini5201314,2012-11-06T13:45:21.224+0000,,0,AVRO,,1,AVRO-1192,308.0,55,1,,468.160566992,1192,0,0,1,2,1,11
Open,Major,2012-11-05T21:41:43.562+0000,Bug,kehli,2012-11-05T21:41:24.616+0000,,0,AVRO,,0,AVRO-1191,998.0,38,1,,468.82997218,1191,1,0,1,0,0,11
Open,Major,2012-11-05T22:35:21.732+0000,Bug,kehli,2012-11-05T18:46:50.907+0000,,0,AVRO,,1,AVRO-1190,2567.0,61,1,,468.951195667,1190,1,0,1,0,0,11
Patch Available,Major,2012-11-05T04:47:17.909+0000,Bug,tlipcon,2012-11-05T01:35:49.844+0000,,0,AVRO,tlipcon,2,AVRO-1189,348.0,30,2,,469.658759802,1189,2,0,1,0,0,11
Closed,Major,2012-12-10T17:57:36.829+0000,New Feature,saden1,2012-11-03T00:19:53.912+0000,2012-11-13T09:56:22.781+0000,0,AVRO,saden1,20,AVRO-1188,1599.0,39,4,Fixed,433.985386379,1188,1,1,0,0,5,11
Open,Major,2012-10-31T09:45:02.670+0000,Wish,sqs,2012-10-31T09:45:02.670+0000,,0,AVRO,,0,AVRO-1187,486.0,37,1,,474.32744842,1187,0,0,0,0,2,10
Closed,Major,2012-12-10T17:57:38.031+0000,New Feature,saden1,2012-10-30T14:16:11.371+0000,2012-11-05T18:22:26.251+0000,0,AVRO,cutting,9,AVRO-1186,1743.0,24,2,Fixed,433.985372474,1186,1,1,0,0,1,10
Open,Minor,2012-10-29T17:39:28.818+0000,Bug,dbeech,2012-10-29T17:39:28.818+0000,,0,AVRO,,0,AVRO-1185,737.0,72,1,,475.99797912,1185,1,1,0,0,0,10
Open,Major,2012-10-26T22:21:55.537+0000,Bug,rnair,2012-10-26T22:21:55.537+0000,,0,AVRO,,0,AVRO-1184,1067.0,69,1,,478.801836542,1184,1,1,1,0,4,10
Closed,Minor,2012-12-10T17:57:37.397+0000,Bug,jeffreyt,2012-10-24T05:55:58.864+0000,2012-11-14T21:00:21.967+0000,0,AVRO,cutting,8,AVRO-1183,909.0,70,2,Fixed,433.98537982,1183,1,1,1,0,2,10
Resolved,Major,2013-06-13T19:40:41.487+0000,Bug,drussel,2012-10-23T08:18:42.990+0000,2013-06-13T18:50:03.007+0000,0,AVRO,drussel,5,AVRO-1181,285.0,80,5,Fixed,248.948972057,1181,1,0,3,0,1,10
Open,Trivial,2012-10-18T12:53:17.253+0000,Task,pradeepg26,2012-10-18T12:53:17.253+0000,,0,AVRO,,0,AVRO-1180,565.0,56,1,,487.196724097,1180,0,0,0,0,3,10
Resolved,Major,2013-02-28T06:41:18.816+0000,Bug,viji_r,2012-10-17T07:46:52.497+0000,2013-02-28T06:41:18.783+0000,0,AVRO,,5,AVRO-1179,523.0,78,4,Duplicate,354.455039285,1179,1,1,1,0,2,10
Closed,Trivial,2012-12-10T17:57:36.437+0000,Bug,martinkl,2012-10-17T01:36:52.955+0000,2012-11-28T22:42:54.164+0000,0,AVRO,martinkl,3,AVRO-1178,96.0,27,3,Fixed,433.985390943,1178,0,0,1,0,2,10
Closed,Major,2012-12-10T17:57:38.445+0000,Bug,mintman,2012-10-01T08:50:19.688+0000,2012-11-28T22:47:22.374+0000,0,AVRO,mintman,3,AVRO-1177,1461.0,44,2,Fixed,433.985367694,1177,1,0,1,1,0,10
Patch Available,Major,2013-02-20T00:48:14.593+0000,Bug,kehli,2012-09-29T05:47:46.246+0000,,4,AVRO,,4,AVRO-1176,9217.0,50,4,,506.486537997,1176,1,0,1,1,5,9
Closed,Major,2012-12-10T17:57:35.936+0000,Bug,sandyr,2012-09-27T23:16:04.782+0000,2012-11-28T22:56:27.264+0000,0,AVRO,cutting,14,AVRO-1175,364.0,112,3,Fixed,433.98539675,1175,1,1,1,0,3,9
Closed,Minor,2012-12-10T17:57:36.194+0000,Bug,sl.sy.ifm,2012-09-27T06:21:17.356+0000,2012-11-30T09:52:59.005+0000,0,AVRO,sl.sy.ifm,3,AVRO-1174,112.0,31,3,Fixed,433.985393766,1174,1,0,1,0,3,9
Open,Major,2012-09-27T06:29:19.610+0000,Wish,sl.sy.ifm,2012-09-25T13:08:12.395+0000,,0,AVRO,,8,AVRO-1173,879.0,51,4,,510.186363676,1173,1,0,0,0,1,9
Resolved,Major,2013-06-24T09:38:34.571+0000,Bug,sjoverend,2012-09-25T11:29:06.056+0000,2013-06-24T08:38:28.078+0000,2,AVRO,sjoverend,7,AVRO-1172,2171.0,47,5,Fixed,238.373681884,1172,1,0,1,1,1,9
Closed,Minor,2012-12-10T17:57:38.317+0000,Bug,dbeech,2012-09-22T08:30:56.171+0000,2012-09-24T21:23:54.240+0000,0,AVRO,dbeech,3,AVRO-1171,415.0,62,2,Fixed,433.98536919,1171,1,1,1,0,5,9
Closed,Major,2013-01-11T16:54:15.302+0000,Bug,tomwhite,2012-09-19T14:35:42.801+0000,2012-09-27T13:28:20.946+0000,0,AVRO,tomwhite,17,AVRO-1170,132.0,50,3,Fixed,433.985387988,1170,1,1,1,0,2,9
Closed,Major,2012-12-10T17:57:37.903+0000,Improvement,hernan.otero,2012-09-18T18:52:36.821+0000,2012-09-24T21:14:51.361+0000,0,AVRO,hernan.otero,3,AVRO-1169,1392.0,52,2,Fixed,433.985373986,1169,1,1,1,0,1,9
Closed,Minor,2012-09-25T21:22:59.502+0000,Bug,onetoinfinity@yahoo.com,2012-09-18T16:34:23.156+0000,2012-09-18T16:57:04.320+0000,0,AVRO,,1,AVRO-1168,680.0,69,2,Invalid,509.842762912,1168,1,1,1,0,1,9
Open,Major,2012-09-14T22:39:18.940+0000,Bug,vnadkarni,2012-09-14T22:25:40.276+0000,,0,AVRO,,2,AVRO-1167,2326.0,61,1,,520.799235438,1167,1,0,1,0,4,9
Closed,Minor,2012-09-25T21:16:14.202+0000,Improvement,lmartinking,2012-09-13T03:05:10.722+0000,2012-09-13T21:29:17.881+0000,0,AVRO,,2,AVRO-1160,435.0,38,2,Fixed,509.847453878,1160,1,0,1,1,3,9
Closed,Major,2013-08-20T17:46:03.814+0000,Bug,jbaldassari,2013-04-11T01:58:42.619+0000,2013-07-15T00:54:12.999+0000,0,AVRO,jbaldassari,8,AVRO-1297,331.0,67,4,Fixed,180.993407445,1297,1,1,1,2,3,4
Closed,Major,2013-08-20T17:46:03.614+0000,Bug,jbaldassari,2013-04-09T21:23:19.445+0000,2013-07-02T18:00:32.997+0000,0,AVRO,jbaldassari,10,AVRO-1292,4674.0,85,4,Fixed,180.99340975,1292,1,1,1,3,1,4
Closed,Major,2013-08-20T17:46:06.854+0000,Test,martinkl,2013-04-03T04:45:50.168+0000,2013-04-13T04:46:50.613+0000,0,AVRO,martinkl,5,AVRO-1287,249.0,40,3,Fixed,180.993372253,1287,1,0,1,0,2,4
Patch Available,Minor,2013-08-08T16:20:08.579+0000,Improvement,trochee,2013-03-26T00:41:55.703+0000,,0,AVRO,trochee,2,AVRO-1284,532.0,55,1,,324.057369385,1284,1,0,0,1,1,3
Closed,Major,2013-08-20T17:46:08.657+0000,Bug,cwsteinbach,2013-03-21T19:04:10.081+0000,2013-07-26T13:55:52.078+0000,0,AVRO,cwsteinbach,5,AVRO-1279,,67,4,Fixed,180.993351401,1279,1,0,1,0,3,3
Open,Major,2013-12-18T13:34:04.836+0000,Bug,cwsteinbach,2013-03-21T18:49:11.814+0000,,0,AVRO,cwsteinbach,3,AVRO-1278,,59,2,,332.932349865,1278,1,0,1,0,3,3
Closed,Major,2013-08-20T17:46:09.412+0000,New Feature,tomwhite,2013-03-12T15:20:04.489+0000,2013-04-29T11:38:50.409+0000,0,AVRO,tomwhite,37,AVRO-1274,86.0,24,7,Fixed,180.993342668,1274,1,1,0,0,1,3
Open,Major,2013-10-08T06:20:11.028+0000,Bug,madhuwithu,2013-03-01T20:47:02.720+0000,,0,AVRO,,5,AVRO-1269,613.0,79,6,,352.867725691,1269,0,0,1,0,4,3
Closed,Major,2013-08-20T17:46:03.475+0000,Improvement,cutting,2013-02-28T21:50:47.208+0000,2013-03-04T21:09:13.045+0000,0,AVRO,cutting,3,AVRO-1267,143.0,35,1,Fixed,180.993411376,1267,1,1,0,0,3,2
Closed,Major,2013-08-20T17:46:06.171+0000,Bug,nagav.ashish,2013-02-28T20:02:16.213+0000,2013-04-13T04:32:35.193+0000,0,AVRO,nagav.ashish,14,AVRO-1266,131.0,95,5,Fixed,180.993380186,1266,1,1,0,0,3,2
Patch Available,Minor,2013-08-08T16:20:08.933+0000,Improvement,trochee,2013-02-28T18:28:35.589+0000,,0,AVRO,trochee,5,AVRO-1265,781.0,72,1,,324.051610061,1265,1,0,0,1,3,2
Open,Major,2013-08-07T19:24:33.896+0000,New Feature,jojspieg@gmail.com,2013-02-27T19:50:50.869+0000,,0,AVRO,cutting,5,AVRO-1262,671.0,51,3,,193.92500372,1262,1,1,1,0,2,2
Closed,Minor,2013-08-20T17:46:07.171+0000,Bug,cconner,2013-02-27T19:37:53.150+0000,2013-07-09T22:14:50.878+0000,0,AVRO,cutting,10,AVRO-1261,754.0,71,5,Fixed,180.993368618,1261,1,1,1,0,2,2
Closed,Major,2013-08-20T17:46:08.107+0000,Improvement,martinkl,2013-02-20T01:38:28.292+0000,2013-03-01T19:03:37.839+0000,0,AVRO,martinkl,6,AVRO-1260,818.0,42,2,Fixed,180.993357787,1260,1,0,1,0,2,2
Closed,Major,2013-08-20T17:46:04.903+0000,Improvement,cutting,2013-02-20T00:42:57.006+0000,2013-03-27T23:42:50.657+0000,0,AVRO,cutting,7,AVRO-1259,349.0,40,2,Fixed,180.993394872,1259,1,0,0,0,2,2
Resolved,Major,2014-02-11T04:54:03.618+0000,Bug,mic159,2013-02-01T05:36:50.815+0000,2013-12-18T13:32:02.635+0000,0,AVRO,,10,AVRO-1237,244.0,54,5,Fixed,61.1698096314,1237,1,0,0,0,4,2
Closed,Major,2014-01-23T21:58:54.867+0000,Bug,dbeech,2013-01-17T13:45:01.702+0000,2013-12-13T00:59:12.386+0000,1,AVRO,dbeech,17,AVRO-1234,517.0,72,9,Fixed,24.8178165779,1234,0,0,1,0,3,1
Closed,Major,2013-08-27T17:00:19.256+0000,Bug,tomwhite,2012-09-11T11:05:49.103+0000,2012-09-12T08:22:08.444+0000,0,AVRO,tomwhite,8,AVRO-1155,194.0,84,4,Fixed,509.847467807,1155,1,1,0,0,1,9
Open,Minor,2014-01-29T21:54:49.686+0000,Bug,yangyangyyy,2011-08-30T23:14:57.248+0000,,0,AVRO,,4,AVRO-882,466.0,35,2,,901.76501127,882,1,1,1,0,1,8
Closed,Major,2013-02-12T18:43:51.828+0000,Bug,gffletch,2012-09-14T19:35:25.321+0000,2012-09-17T20:17:06.817+0000,0,AVRO,gffletch,6,AVRO-1166,875.0,57,3,Fixed,509.84746148,1166,1,1,1,0,4,9
Closed,Major,2012-09-25T21:16:13.173+0000,Bug,vnadkarni,2012-09-14T17:40:00.251+0000,2012-09-17T23:19:09.269+0000,0,AVRO,,4,AVRO-1165,1505.0,56,2,Fixed,509.847465834,1165,1,0,1,0,4,9
Closed,Trivial,2012-09-25T21:16:13.686+0000,Bug,vnadkarni,2012-09-14T17:12:55.549+0000,2012-09-17T23:13:56.317+0000,0,AVRO,,3,AVRO-1164,477.0,55,2,Fixed,509.847459898,1164,1,0,1,0,4,9
Closed,Major,2012-12-10T17:57:38.569+0000,Bug,mpugachev,2012-09-14T12:45:52.541+0000,2012-11-30T09:54:32.264+0000,0,AVRO,,4,AVRO-1163,74.0,44,3,Fixed,433.985366335,1163,1,0,1,0,4,9
Closed,Major,2012-09-25T21:16:12.836+0000,Bug,alexandre.normand,2012-09-13T21:15:25.276+0000,2012-09-13T23:41:28.102+0000,0,AVRO,alexandre.normand,6,AVRO-1162,414.0,80,2,Fixed,509.847469739,1162,1,1,1,2,3,9
Closed,Major,2012-09-25T21:16:13.282+0000,Bug,lmartinking,2012-09-13T06:27:09.390+0000,2012-09-17T23:28:28.556+0000,0,AVRO,,7,AVRO-1161,1333.0,43,3,Fixed,509.847464579,1161,1,0,1,1,3,9
Closed,Major,2012-09-25T21:16:12.891+0000,Bug,lmartinking,2012-09-13T02:54:41.222+0000,2012-09-13T21:25:07.131+0000,0,AVRO,,2,AVRO-1159,256.0,52,2,Fixed,509.847469094,1159,1,0,1,2,3,9
Closed,Major,2012-09-25T21:16:14.326+0000,Bug,lmartinking,2012-09-13T02:44:23.895+0000,2012-09-13T21:21:10.126+0000,0,AVRO,,3,AVRO-1158,186.0,52,2,Fixed,509.847452498,1158,1,0,1,2,3,9
Closed,Minor,2012-12-10T17:57:36.561+0000,Improvement,onetoinfinity@yahoo.com,2012-09-12T17:17:51.719+0000,2012-11-01T17:44:07.334+0000,0,AVRO,cutting,12,AVRO-1157,315.0,74,3,Fixed,433.985389583,1157,2,1,1,0,2,9
Open,Major,2012-09-17T20:59:34.913+0000,Bug,mpercy,2012-09-11T20:45:59.627+0000,,0,AVRO,mpercy,13,AVRO-1156,203.0,37,6,,517.85901977,1156,0,0,0,0,1,9
Closed,Major,2012-09-25T21:16:13.337+0000,Bug,karel1980,2012-09-11T09:36:32.534+0000,2012-09-13T20:37:07.246+0000,0,AVRO,karel1980,6,AVRO-1154,273.0,47,3,Fixed,509.847463938,1154,0,0,0,0,1,9
Closed,Major,2012-09-25T21:16:13.846+0000,Bug,alexandre.normand,2012-09-11T00:02:00.156+0000,2012-09-12T23:54:08.736+0000,0,AVRO,alexandre.normand,9,AVRO-1153,1424.0,84,2,Fixed,509.84745806,1153,1,1,1,2,1,9
Closed,Major,2012-09-25T21:16:14.084+0000,Bug,cutting,2012-09-10T23:36:51.706+0000,2012-09-10T23:43:51.511+0000,0,AVRO,cutting,1,AVRO-1152,190.0,38,1,Fixed,509.847455307,1152,1,1,1,0,0,9
Closed,Minor,2012-09-25T21:16:12.944+0000,Improvement,hshreedharan,2012-09-10T06:25:13.965+0000,2012-09-11T11:34:50.821+0000,0,AVRO,hshreedharan,6,AVRO-1151,133.0,73,2,Fixed,509.847468492,1151,1,1,0,0,0,9
Closed,Minor,2012-09-25T21:16:13.966+0000,Bug,gabriel.reid,2012-09-07T20:48:31.022+0000,2012-09-17T20:43:39.786+0000,0,AVRO,gabriel.reid,9,AVRO-1150,294.0,48,2,Fixed,509.847456676,1150,1,1,0,0,4,9
Closed,Major,2012-09-25T21:16:13.793+0000,Improvement,gabriel.reid,2012-09-07T20:43:33.774+0000,2012-09-11T22:38:48.397+0000,0,AVRO,gabriel.reid,3,AVRO-1149,375.0,55,2,Fixed,509.84745868,1149,1,1,0,0,4,9
Resolved,Major,2013-02-12T18:43:51.811+0000,Bug,netvisao,2012-09-07T20:12:36.541+0000,2013-02-12T18:43:51.783+0000,0,AVRO,,3,AVRO-1148,742.0,55,3,Duplicate,369.953268311,1148,1,1,1,1,4,9
Closed,Major,2012-09-25T21:16:14.496+0000,Improvement,alexandre.normand,2012-09-05T19:38:11.911+0000,2012-09-10T23:42:20.887+0000,0,AVRO,alexandre.normand,10,AVRO-1147,485.0,75,2,Fixed,509.847450546,1147,1,1,1,2,2,9
Closed,Major,2012-09-25T21:16:14.142+0000,Bug,alexandre.normand,2012-08-31T22:51:35.147+0000,2012-09-10T18:32:49.212+0000,0,AVRO,alexandre.normand,12,AVRO-1146,583.0,86,2,Fixed,509.847454645,1146,1,1,1,1,4,8
Closed,Major,2012-09-25T21:22:59.667+0000,Bug,alexandre.normand,2012-08-31T17:25:55.562+0000,2012-08-31T21:27:58.363+0000,0,AVRO,,5,AVRO-1145,3284.0,82,2,Not A Problem,509.84276107,1145,1,1,1,0,4,8
Closed,Major,2012-09-25T21:16:13.906+0000,Bug,janlugt,2012-08-28T17:13:50.175+0000,2012-09-09T04:47:05.942+0000,0,AVRO,thiru_mg,4,AVRO-1143,177.0,53,3,Fixed,509.84745738,1143,1,0,1,0,1,8
Closed,Major,2012-09-25T21:16:14.387+0000,Bug,mnagy,2012-08-21T13:29:13.408+0000,2012-09-14T21:09:19.395+0000,0,AVRO,cutting,4,AVRO-1142,367.0,73,2,Fixed,509.847451814,1142,1,0,0,0,1,8
Closed,Major,2012-09-25T21:24:32.198+0000,Bug,mnagy,2012-08-21T13:16:03.582+0000,2012-08-27T04:54:49.862+0000,0,AVRO,,3,AVRO-1141,198.0,43,2,Fixed,509.841690126,1141,1,0,1,0,1,8
Closed,Major,2012-09-25T21:24:32.297+0000,Bug,janlugt,2012-08-15T21:03:06.412+0000,2012-08-20T08:05:31.381+0000,0,AVRO,,3,AVRO-1140,359.0,42,2,Fixed,509.84168897,1140,1,0,1,0,2,8
Closed,Minor,2012-09-25T21:16:14.441+0000,Improvement,lewismc,2012-08-15T12:35:12.532+0000,2012-08-15T20:06:27.642+0000,0,AVRO,lewismc,6,AVRO-1139,187.0,46,2,Invalid,509.847451193,1139,1,1,1,0,2,8
Closed,Major,2012-09-25T21:16:13.055+0000,Bug,mpugachev,2012-08-13T13:57:41.012+0000,2012-09-13T21:12:51.812+0000,0,AVRO,,3,AVRO-1138,285.0,61,2,Fixed,509.847467225,1138,1,0,1,0,0,8
Patch Available,Major,2012-08-15T15:48:10.439+0000,Improvement,ajo.fod,2012-08-08T14:34:13.172+0000,,0,AVRO,,4,AVRO-1137,256.0,63,2,,551.076434194,1137,0,0,0,0,2,8
Closed,Minor,2012-09-25T21:22:59.634+0000,Bug,jeremy@lewi.us,2012-08-05T22:44:22.673+0000,2012-08-06T19:26:31.857+0000,0,AVRO,,3,AVRO-1136,606.0,35,2,Won't Fix,509.842761464,1136,1,1,1,0,6,8
Closed,Major,2012-09-25T21:16:13.114+0000,Bug,thiru_mg,2012-08-05T03:17:52.951+0000,2012-08-20T07:59:24.323+0000,0,AVRO,thiru_mg,3,AVRO-1135,392.0,30,1,Fixed,509.847466558,1135,1,0,1,0,6,8
Closed,Major,2012-12-10T18:00:12.644+0000,Bug,pdlug,2012-07-27T01:11:59.013+0000,2012-11-28T22:34:44.400+0000,1,AVRO,,4,AVRO-1134,11762.0,55,3,Duplicate,433.983583099,1134,1,0,1,0,4,7
Open,Major,2012-07-24T03:00:03.899+0000,Bug,lmoss,2012-07-22T18:13:54.363+0000,,0,AVRO,,1,AVRO-1133,798.0,65,2,,574.974072487,1133,1,0,1,0,6,7
Closed,Minor,2012-09-25T21:24:32.435+0000,Bug,lmoss,2012-07-22T16:48:46.789+0000,2012-07-24T02:30:16.090+0000,0,AVRO,lmoss,2,AVRO-1131,667.0,73,2,Fixed,509.841687384,1131,1,0,1,1,6,7
Open,Minor,2012-07-21T20:03:49.186+0000,New Feature,jeremy@lewi.us,2012-07-21T19:44:21.644+0000,,0,AVRO,qwertymaniac,0,AVRO-1130,188.0,60,2,,575.911256738,1130,1,1,1,0,5,7
Closed,Major,2012-09-25T21:16:13.740+0000,Improvement,mpugachev,2012-07-19T10:48:00.201+0000,2012-09-13T21:15:47.001+0000,0,AVRO,,3,AVRO-1129,260.0,23,2,Fixed,509.84745932,1129,1,0,1,0,3,7
Closed,Critical,2012-09-25T21:16:13.228+0000,Bug,ekohlwey,2012-07-17T15:36:58.391+0000,2012-07-19T21:25:22.468+0000,0,AVRO,cutting,4,AVRO-1128,1342.0,72,2,Fixed,509.847465236,1128,0,0,2,0,1,7
Open,Minor,2012-09-25T21:14:59.193+0000,Bug,ekohlwey,2012-07-15T12:42:45.355+0000,,0,AVRO,ekohlwey,2,AVRO-1127,378.0,72,2,,582.204037865,1127,1,1,2,0,6,7
Closed,Major,2012-07-18T21:54:25.217+0000,Improvement,cutting,2012-07-12T18:38:23.022+0000,2012-07-12T19:04:28.188+0000,0,AVRO,cutting,2,AVRO-1125,303.0,51,1,Fixed,578.8209376,1125,2,1,0,0,3,7
Closed,Major,2012-09-25T21:22:59.534+0000,Bug,stevenwillis,2012-06-27T18:55:27.542+0000,2012-08-01T21:16:28.853+0000,0,AVRO,,4,AVRO-1123,199.0,61,3,Duplicate,509.842762636,1123,1,1,3,0,2,6
Open,Major,2013-04-05T19:33:58.818+0000,Bug,mpercy,2012-06-27T07:30:32.167+0000,,0,AVRO,,5,AVRO-1122,205.0,65,5,,600.420857175,1122,0,0,1,0,2,6
Open,Major,2013-02-12T16:30:54.965+0000,New Feature,iv.teh,2012-06-25T09:40:21.840+0000,,0,AVRO,,3,AVRO-1121,224.0,55,4,,602.330698924,1121,1,1,0,0,0,6
Closed,Major,2012-07-18T21:54:24.509+0000,Improvement,nagav.ashish,2012-06-21T21:38:10.569+0000,2012-07-02T22:13:10.841+0000,0,AVRO,nagav.ashish,4,AVRO-1120,125.0,107,2,Fixed,578.820945685,1120,1,1,1,2,3,6
Closed,Major,2012-07-18T21:54:24.406+0000,Bug,sortega,2012-06-20T07:17:06.228+0000,2012-07-05T21:45:09.644+0000,0,AVRO,sortega,11,AVRO-1119,517.0,27,2,Fixed,578.820946867,1119,1,1,2,0,2,6
Closed,Major,2013-05-09T16:17:20.560+0000,Bug,mpercy,2012-06-20T02:47:45.559+0000,2012-06-20T06:20:51.297+0000,0,AVRO,,4,AVRO-1118,1546.0,96,3,Not A Problem,509.842763824,1118,0,0,1,0,2,6
Closed,Major,2012-07-18T21:54:25.010+0000,Improvement,lmartinking,2012-06-18T06:37:46.261+0000,2012-06-22T11:59:50.217+0000,0,AVRO,,6,AVRO-1117,172.0,83,2,Fixed,578.820940006,1117,1,0,0,0,0,6
Closed,Major,2012-07-18T21:54:24.760+0000,Bug,thiru_mg,2012-06-15T18:24:15.671+0000,2012-07-04T09:11:08.608+0000,0,AVRO,thiru_mg,3,AVRO-1116,252.0,43,1,Fixed,578.820942739,1116,1,0,10,0,4,6
Closed,Critical,2012-07-18T21:54:25.762+0000,Bug,mpugachev,2012-06-13T11:07:16.389+0000,2012-06-22T11:53:32.932+0000,0,AVRO,,5,AVRO-1115,569.0,50,2,Fixed,578.820931155,1115,1,0,1,0,2,6
Closed,Major,2012-07-18T21:54:24.627+0000,Bug,cutting,2012-06-11T21:50:29.293+0000,2012-06-11T21:52:13.298+0000,0,AVRO,cutting,1,AVRO-1114,89.0,52,1,Fixed,578.820944201,1114,1,1,1,0,0,6
Open,Minor,2012-06-12T22:32:38.958+0000,Bug,davidtaylor,2012-06-11T18:24:51.746+0000,,0,AVRO,,2,AVRO-1113,406.0,24,2,,615.966463913,1113,1,1,1,0,0,6
Closed,Minor,2012-07-18T21:54:25.330+0000,Bug,matthewcmead,2012-06-09T01:35:20.607+0000,2012-06-15T18:25:58.533+0000,0,AVRO,matthewcmead,8,AVRO-1112,127.0,54,3,Fixed,578.820936148,1112,1,1,2,2,5,6
Closed,Major,2013-01-08T17:54:09.480+0000,Bug,hshreedharan,2012-06-08T22:37:32.125+0000,2012-09-11T11:50:48.983+0000,0,AVRO,mpercy,7,AVRO-1111,771.0,53,9,Fixed,509.847453314,1111,1,1,1,0,4,6
Closed,Major,2012-09-25T21:22:59.700+0000,Bug,spachev,2012-06-07T21:29:37.147+0000,2012-06-18T21:05:36.462+0000,0,AVRO,,3,AVRO-1110,235.0,59,3,Duplicate,509.842760734,1110,1,0,1,0,3,6
Closed,Major,2012-07-18T21:54:24.902+0000,Bug,mfarnan,2012-06-07T01:07:06.629+0000,2012-07-12T18:19:35.344+0000,0,AVRO,,4,AVRO-1109,275.0,49,2,Fixed,578.820941257,1109,1,0,3,4,3,6
Closed,Major,2012-07-18T21:54:25.451+0000,New Feature,nagav.ashish,2012-06-02T00:19:12.627+0000,2012-06-15T21:29:51.940+0000,0,AVRO,cutting,6,AVRO-1108,121.0,45,2,Fixed,578.820934892,1108,1,1,1,0,5,6
Open,Minor,2012-06-01T18:54:12.841+0000,Improvement,greybird,2012-06-01T18:54:12.841+0000,,0,AVRO,,0,AVRO-1107,433.0,47,1,,625.946080878,1107,1,1,0,0,4,6
Closed,Major,2012-12-07T04:47:32.877+0000,New Feature,nagav.ashish,2012-06-01T06:55:39.145+0000,2012-06-12T19:46:32.116+0000,0,AVRO,nagav.ashish,8,AVRO-1106,50.0,43,3,Fixed,578.820933784,1106,1,1,1,2,4,6
Open,Major,2013-05-10T21:05:46.776+0000,New Feature,kryzthov,2012-05-30T23:23:18.230+0000,,6,AVRO,,12,AVRO-1105,208.0,18,11,,627.759212952,1105,0,0,0,0,2,5
Closed,Major,2012-07-18T21:54:25.649+0000,New Feature,lmartinking,2012-05-28T04:50:20.994+0000,2012-06-18T21:40:43.076+0000,1,AVRO,,5,AVRO-1104,135.0,15,4,Fixed,578.82093263,1104,1,0,1,2,0,5
Closed,Major,2013-02-01T16:28:54.848+0000,Improvement,jacobmetcalf,2012-05-26T18:12:20.041+0000,2012-08-01T21:15:19.022+0000,0,AVRO,cutting,10,AVRO-1103,1594.0,58,4,Fixed,509.847462238,1103,1,1,1,0,5,5
Closed,Major,2012-06-11T20:01:34.225+0000,Bug,mpugachev,2012-05-25T06:43:11.627+0000,2012-06-07T17:41:19.885+0000,0,AVRO,,2,AVRO-1102,77.0,45,2,Fixed,615.899305584,1102,1,0,2,0,4,5
Closed,Critical,2012-09-25T21:22:59.854+0000,Bug,mpugachev,2012-05-24T14:19:46.162+0000,2012-09-13T21:17:41.536+0000,0,AVRO,,10,AVRO-1101,123.0,78,3,Won't Fix,509.842758966,1101,1,0,2,0,3,5
Open,Major,2012-06-11T22:33:39.406+0000,Bug,zookeeperatcabot,2012-05-22T15:20:04.353+0000,,0,AVRO,,3,AVRO-1100,1099.0,51,2,,636.09479024,1100,1,1,1,0,1,5
Closed,Major,2012-06-11T20:01:36.997+0000,Bug,jojenki,2012-05-21T23:22:07.016+0000,2012-06-07T20:42:29.332+0000,0,AVRO,cutting,11,AVRO-1099,1229.0,29,2,Fixed,615.899273494,1099,1,1,1,1,0,5
Closed,Major,2012-06-11T20:01:36.568+0000,Bug,cutting,2012-05-21T20:54:58.106+0000,2012-05-23T20:35:19.406+0000,0,AVRO,cutting,3,AVRO-1098,264.0,52,2,Fixed,615.899278484,1098,1,0,0,0,0,5
Closed,Major,2012-06-11T20:01:36.753+0000,Bug,thiru_mg,2012-05-21T05:39:17.534+0000,2012-05-23T20:29:04.705+0000,0,AVRO,thiru_mg,4,AVRO-1097,580.0,43,3,Fixed,615.899276194,1097,1,1,0,0,0,5
Closed,Major,2012-06-11T20:01:34.976+0000,Bug,dcreager,2012-05-20T13:46:18.426+0000,2012-05-20T13:51:29.930+0000,0,AVRO,,4,AVRO-1096,318.0,41,2,Fixed,615.899296751,1096,1,0,1,0,6,5
Closed,Minor,2012-09-25T21:24:32.365+0000,Improvement,thiru_mg,2012-05-19T02:46:36.529+0000,2012-05-20T16:40:19.574+0000,0,AVRO,thiru_mg,1,AVRO-1095,112.0,114,1,Fixed,509.841688245,1095,1,0,0,0,5,5
